SCHOOL #,SCHOOL NAME,ADDRESS,SchoolType,GRADE,AllStudents,Male,Female,AmericanIndian,Asian,Black,White,Hispanic,PacificIslander,MultipleRace,ESOL,FARMS,SpEd
549,Flower Hill ES,"18425 Flower Hill Way  Gaithersburg, MD  20879",ES,01,80,48,32,--,--,31,--,35,--,--,39,54,--
549,Flower Hill ES,"18425 Flower Hill Way  Gaithersburg, MD  20879",ES,02,71,47,24,--,--,21,--,29,--,--,25,46,--
549,Flower Hill ES,"18425 Flower Hill Way  Gaithersburg, MD  20879",ES,03,77,44,33,--,--,33,--,28,--,--,24,49,--
549,Flower Hill ES,"18425 Flower Hill Way  Gaithersburg, MD  20879",ES,04,64,33,31,--,--,--,--,32,--,--,--,41,--
549,Flower Hill ES,"18425 Flower Hill Way  Gaithersburg, MD  20879",ES,05,85,40,45,--,--,25,--,37,--,--,--,46,--
551,Gaithersburg HS,"101 Education Boulevard  Gaithersburg, MD  20877",HS,09,739,396,343,--,53,182,91,386,--,25,259,370,100
551,Gaithersburg HS,"101 Education Boulevard  Gaithersburg, MD  20877",HS,10,621,345,276,--,43,144,108,299,--,25,132,269,82
551,Gaithersburg HS,"101 Education Boulevard  Gaithersburg, MD  20877",HS,11,519,266,253,--,46,154,86,221,--,--,56,206,71
551,Gaithersburg HS,"101 Education Boulevard  Gaithersburg, MD  20877",HS,12,427,227,200,--,44,111,103,146,--,23,21,141,71
552,Washington Grove ES,"8712 Oakmont Street  Gaithersburg, MD  20877",ES,PreK,145,83,62,--,--,35,--,86,--,--,79,118,55
552,Washington Grove ES,"8712 Oakmont Street  Gaithersburg, MD  20877",ES,K,54,27,27,--,--,--,--,32,--,--,38,38,--
552,Washington Grove ES,"8712 Oakmont Street  Gaithersburg, MD  20877",ES,01,50,24,26,--,--,--,--,27,--,--,36,38,--
552,Washington Grove ES,"8712 Oakmont Street  Gaithersburg, MD  20877",ES,02,57,35,22,--,--,--,--,26,--,--,31,40,--
552,Washington Grove ES,"8712 Oakmont Street  Gaithersburg, MD  20877",ES,03,50,31,--,--,--,--,--,27,--,--,--,34,--
552,Washington Grove ES,"8712 Oakmont Street  Gaithersburg, MD  20877",ES,04,43,24,--,--,--,--,--,24,--,--,--,31,--
552,Washington Grove ES,"8712 Oakmont Street  Gaithersburg, MD  20877",ES,05,45,26,--,--,--,--,--,23,--,--,--,31,--
553,Gaithersburg ES,"35 North Summit Avenue  Gaithersburg, MD  20877",ES,PreK,40,--,23,--,--,--,--,30,--,--,32,41,
553,Gaithersburg ES,"35 North Summit Avenue  Gaithersburg, MD  20877",ES,K,175,90,85,--,--,33,--,126,--,--,82,148,21
553,Gaithersburg ES,"35 North Summit Avenue  Gaithersburg, MD  20877",ES,01,164,84,80,--,--,22,--,129,--,--,94,142,--
553,Gaithersburg ES,"35 North Summit Avenue  Gaithersburg, MD  20877",ES,02,142,93,49,--,--,23,--,101,--,--,75,115,--
553,Gaithersburg ES,"35 North Summit Avenue  Gaithersburg, MD  20877",ES,03,125,62,63,--,--,--,--,89,--,--,66,109,--
553,Gaithersburg ES,"35 North Summit Avenue  Gaithersburg, MD  20877",ES,04,120,58,62,--,--,22,--,88,--,--,37,95,--
553,Gaithersburg ES,"35 North Summit Avenue  Gaithersburg, MD  20877",ES,05,97,58,39,--,--,--,--,74,--,--,28,75,--
554,Gaithersburg MS,"2 Teachers' Way  Gaithersburg, MD  20877",MS,06,245,129,116,--,--,50,47,120,--,--,31,124,41
554,Gaithersburg MS,"2 Teachers' Way  Gaithersburg, MD  20877",MS,07,266,158,108,--,--,60,63,109,--,--,34,118,50
554,Gaithersburg MS,"2 Teachers' Way  Gaithersburg, MD  20877",MS,08,241,137,104,--,21,55,49,103,--,--,38,117,42
555,Rosemont ES,"16400 Alden Avenue  Gaithersburg, MD  20877",ES,PreK,59,33,26,--,--,--,--,28,--,--,30,45,21
555,Rosemont ES,"16400 Alden Avenue  Gaithersburg, MD  20877",ES,K,97,48,49,--,--,22,--,46,--,--,59,54,--
555,Rosemont ES,"16400 Alden Avenue  Gaithersburg, MD  20877",ES,01,95,54,41,--,--,28,--,45,--,--,53,56,--
555,Rosemont ES,"16400 Alden Avenue  Gaithersburg, MD  20877",ES,02,91,44,47,--,--,--,--,49,--,--,51,52,--
555,Rosemont ES,"16400 Alden Avenue  Gaithersburg, MD  20877",ES,03,85,50,35,--,--,27,--,37,--,--,37,48,--
555,Rosemont ES,"16400 Alden Avenue  Gaithersburg, MD  20877",ES,04,90,48,42,--,--,22,--,47,--,--,--,58,--
555,Rosemont ES,"16400 Alden Avenue  Gaithersburg, MD  20877",ES,05,71,40,31,--,--,--,--,35,--,--,--,42,--
556,Mill Creek Towne ES,"17700 Park Mill Drive  Rockville, MD  20855",ES,PreK,--,--,--,--,--,--,--,--,--,--,--,--,--
556,Mill Creek Towne ES,"17700 Park Mill Drive  Rockville, MD  20855",ES,K,54,31,23,--,--,--,--,--,--,--,--,25,--
556,Mill Creek Towne ES,"17700 Park Mill Drive  Rockville, MD  20855",ES,01,61,39,22,--,--,--,--,28,--,--,29,28,--
556,Mill Creek Towne ES,"17700 Park Mill Drive  Rockville, MD  20855",ES,02,59,28,31,--,--,--,--,21,--,--,--,30,--
556,Mill Creek Towne ES,"17700 Park Mill Drive  Rockville, MD  20855",ES,03,56,29,27,--,--,--,--,28,--,--,22,30,--
556,Mill Creek Towne ES,"17700 Park Mill Drive  Rockville, MD  20855",ES,04,53,29,24,--,--,--,--,29,--,--,--,29,--
556,Mill Creek Towne ES,"17700 Park Mill Drive  Rockville, MD  20855",ES,05,72,40,32,--,--,--,21,31,--,--,--,31,--
557,Montgomery Village MS,"19300 Watkins Mill Road  Montgomery Village, MD 20886",MS,06,247,142,105,--,--,81,--,124,--,--,39,172,42
557,Montgomery Village MS,"19300 Watkins Mill Road  Montgomery Village, MD 20886",MS,07,242,131,111,--,25,63,--,128,--,--,40,155,40
557,Montgomery Village MS,"19300 Watkins Mill Road  Montgomery Village, MD 20886",MS,08,224,117,107,--,28,73,--,99,--,--,35,146,33
558,Whetstone ES,"19201 Thomas Farm Road  Gaithersburg, MD  20879",ES,PreK,89,51,38,--,--,33,--,45,--,--,29,68,44
558,Whetstone ES,"19201 Thomas Farm Road  Gaithersburg, MD  20879",ES,K,113,56,57,--,--,28,--,70,--,--,68,73,--
558,Whetstone ES,"19201 Thomas Farm Road  Gaithersburg, MD  20879",ES,01,114,55,59,--,--,25,--,56,--,--,64,63,--
558,Whetstone ES,"19201 Thomas Farm Road  Gaithersburg, MD  20879",ES,02,114,57,57,--,--,28,--,60,--,--,55,77,--
558,Whetstone ES,"19201 Thomas Farm Road  Gaithersburg, MD  20879",ES,03,132,67,65,--,--,34,--,65,--,--,56,78,--
558,Whetstone ES,"19201 Thomas Farm Road  Gaithersburg, MD  20879",ES,04,115,60,55,--,--,27,--,63,--,--,21,55,--
823,Argyle MS,"2400 Bel Pre Road  Silver Spring, MD 20906",MS,06,309,194,115,--,30,92,47,128,--,--,31,167,31
558,Whetstone ES,"19201 Thomas Farm Road  Gaithersburg, MD  20879",ES,05,109,62,47,--,--,29,--,54,--,--,--,65,--
559,Brown Station ES,"851 Quince Orchard Boulevard  Gaithersburg, MD  20878",ES,PreK,93,52,41,--,--,28,--,42,--,--,35,76,33
559,Brown Station ES,"851 Quince Orchard Boulevard  Gaithersburg, MD  20878",ES,K,61,38,23,--,--,--,--,21,--,--,22,35,--
559,Brown Station ES,"851 Quince Orchard Boulevard  Gaithersburg, MD  20878",ES,01,71,43,28,--,--,22,--,34,--,--,33,48,--
559,Brown Station ES,"851 Quince Orchard Boulevard  Gaithersburg, MD  20878",ES,02,62,35,27,--,--,24,--,21,--,--,23,43,--
559,Brown Station ES,"851 Quince Orchard Boulevard  Gaithersburg, MD  20878",ES,03,73,31,42,--,--,--,--,39,--,--,25,53,--
559,Brown Station ES,"851 Quince Orchard Boulevard  Gaithersburg, MD  20878",ES,04,62,30,32,--,--,25,--,28,--,--,--,38,--
559,Brown Station ES,"851 Quince Orchard Boulevard  Gaithersburg, MD  20878",ES,05,77,33,44,--,--,27,--,33,--,--,--,50,--
561,Watkins Mill ES,"19001 Watkins Mill Road  Montgomery Village, MD 20886",ES,PreK,40,--,23,--,--,--,--,24,--,--,25,38,--
561,Watkins Mill ES,"19001 Watkins Mill Road  Montgomery Village, MD 20886",ES,K,116,60,56,--,--,36,--,49,--,--,66,86,22
561,Watkins Mill ES,"19001 Watkins Mill Road  Montgomery Village, MD 20886",ES,01,93,41,52,--,--,26,--,47,--,--,51,67,--
561,Watkins Mill ES,"19001 Watkins Mill Road  Montgomery Village, MD 20886",ES,02,109,56,53,--,--,41,--,52,--,--,64,85,25
561,Watkins Mill ES,"19001 Watkins Mill Road  Montgomery Village, MD 20886",ES,03,103,53,50,--,--,29,--,58,--,--,47,78,--
561,Watkins Mill ES,"19001 Watkins Mill Road  Montgomery Village, MD 20886",ES,04,110,61,49,--,--,36,--,51,--,--,33,80,--
561,Watkins Mill ES,"19001 Watkins Mill Road  Montgomery Village, MD 20886",ES,05,101,62,39,--,--,43,--,48,--,--,--,74,--
562,Redland MS,"6505 Muncaster Mill Road  Rockville, MD  20855",MS,06,161,77,84,--,--,28,47,59,--,--,21,70,--
562,Redland MS,"6505 Muncaster Mill Road  Rockville, MD  20855",MS,07,193,93,100,--,28,27,59,72,--,--,--,65,22
562,Redland MS,"6505 Muncaster Mill Road  Rockville, MD  20855",MS,08,196,106,90,--,--,42,62,69,--,--,23,69,24
563,Summit Hall ES,"101 West Deer Park Road  Gaithersburg, MD  20877",ES,PreK,65,29,36,--,--,--,--,50,--,--,45,63,--
563,Summit Hall ES,"101 West Deer Park Road  Gaithersburg, MD  20877",ES,K,116,60,56,--,--,28,--,83,--,--,83,91,--
563,Summit Hall ES,"101 West Deer Park Road  Gaithersburg, MD  20877",ES,01,106,55,51,--,--,--,--,79,--,--,74,84,--
563,Summit Hall ES,"101 West Deer Park Road  Gaithersburg, MD  20877",ES,02,118,69,49,--,--,25,--,79,--,--,66,99,--
563,Summit Hall ES,"101 West Deer Park Road  Gaithersburg, MD  20877",ES,03,96,51,45,--,--,--,--,65,--,--,43,75,--
563,Summit Hall ES,"101 West Deer Park Road  Gaithersburg, MD  20877",ES,04,94,51,43,--,--,--,--,71,--,--,26,75,--
563,Summit Hall ES,"101 West Deer Park Road  Gaithersburg, MD  20877",ES,05,79,43,36,--,--,--,--,48,--,--,--,60,--
564,South Lake ES,"18201 Contour Road  Gaithersburg, MD  20877",ES,PreK,60,34,26,--,--,22,--,31,--,--,34,59,--
564,South Lake ES,"18201 Contour Road  Gaithersburg, MD  20877",ES,K,123,57,66,--,--,33,--,72,--,--,83,106,--
564,South Lake ES,"18201 Contour Road  Gaithersburg, MD  20877",ES,01,139,79,60,--,--,35,--,90,--,--,77,118,--
564,South Lake ES,"18201 Contour Road  Gaithersburg, MD  20877",ES,02,147,72,75,--,--,44,--,83,--,--,78,122,--
564,South Lake ES,"18201 Contour Road  Gaithersburg, MD  20877",ES,03,128,71,57,--,--,31,--,82,--,--,67,109,--
564,South Lake ES,"18201 Contour Road  Gaithersburg, MD  20877",ES,04,110,56,54,--,--,29,--,70,--,--,46,95,--
564,South Lake ES,"18201 Contour Road  Gaithersburg, MD  20877",ES,05,107,62,45,--,--,31,--,62,--,--,40,89,--
565,Sequoyah ES,"17301 Bowie Mill Road  Derwood, MD  20855",ES,K,57,29,28,--,--,--,--,33,--,--,29,36,--
565,Sequoyah ES,"17301 Bowie Mill Road  Derwood, MD  20855",ES,01,67,35,32,--,--,--,--,37,--,--,31,38,--
565,Sequoyah ES,"17301 Bowie Mill Road  Derwood, MD  20855",ES,02,68,36,32,--,--,--,--,25,--,--,--,29,--
565,Sequoyah ES,"17301 Bowie Mill Road  Derwood, MD  20855",ES,03,73,34,39,--,--,--,--,39,--,--,28,45,--
565,Sequoyah ES,"17301 Bowie Mill Road  Derwood, MD  20855",ES,04,57,33,24,--,--,--,--,30,--,--,--,32,--
565,Sequoyah ES,"17301 Bowie Mill Road  Derwood, MD  20855",ES,05,63,31,32,--,--,--,--,30,--,--,--,29,--
566,Fields Road ES,"One School Drive  Gaithersburg, MD  20878",ES,PreK,27,--,--,--,--,--,--,--,--,--,--,--,--
701,Damascus HS,"25921 Ridge Road  Damascus, MD  20872",HS,11,276,128,148,--,--,40,162,48,--,--,--,42,30
566,Fields Road ES,"One School Drive  Gaithersburg, MD  20878",ES,K,64,36,28,--,--,--,29,--,--,--,--,--,--
566,Fields Road ES,"One School Drive  Gaithersburg, MD  20878",ES,01,66,32,34,--,--,--,--,24,--,--,22,33,--
566,Fields Road ES,"One School Drive  Gaithersburg, MD  20878",ES,02,93,50,43,--,--,--,25,34,--,--,23,39,--
566,Fields Road ES,"One School Drive  Gaithersburg, MD  20878",ES,03,82,41,41,--,--,21,25,25,--,--,--,34,--
566,Fields Road ES,"One School Drive  Gaithersburg, MD  20878",ES,04,65,31,34,--,--,--,21,--,--,--,--,30,--
566,Fields Road ES,"One School Drive  Gaithersburg, MD  20878",ES,05,67,32,35,--,--,--,26,--,--,--,--,--,--
568,Stedwick ES,"10631 Stedwick Road  Gaithersburg, MD 20886",ES,PreK,42,22,--,--,--,--,--,28,--,--,28,42,--
568,Stedwick ES,"10631 Stedwick Road  Gaithersburg, MD 20886",ES,K,88,42,46,--,--,30,--,37,--,--,36,55,--
568,Stedwick ES,"10631 Stedwick Road  Gaithersburg, MD 20886",ES,01,106,59,47,--,--,35,--,46,--,--,49,71,--
568,Stedwick ES,"10631 Stedwick Road  Gaithersburg, MD 20886",ES,02,97,55,42,--,--,27,--,44,--,--,36,44,--
568,Stedwick ES,"10631 Stedwick Road  Gaithersburg, MD 20886",ES,03,89,44,45,--,--,28,--,31,--,--,31,49,--
568,Stedwick ES,"10631 Stedwick Road  Gaithersburg, MD 20886",ES,04,98,57,41,--,--,27,--,39,--,--,--,55,--
568,Stedwick ES,"10631 Stedwick Road  Gaithersburg, MD 20886",ES,05,60,28,32,--,--,21,--,26,--,--,--,34,--
569,Strawberry Knoll ES,"18820 Strawberry Knoll Road  Gaithersburg, MD 20879",ES,PreK,72,49,23,--,--,25,--,32,--,--,--,45,41
569,Strawberry Knoll ES,"18820 Strawberry Knoll Road  Gaithersburg, MD 20879",ES,K,103,56,47,--,--,24,--,40,--,--,26,45,--
569,Strawberry Knoll ES,"18820 Strawberry Knoll Road  Gaithersburg, MD 20879",ES,01,87,42,45,--,--,--,--,35,--,--,30,36,--
569,Strawberry Knoll ES,"18820 Strawberry Knoll Road  Gaithersburg, MD 20879",ES,02,90,45,45,--,--,24,--,36,--,--,21,41,--
569,Strawberry Knoll ES,"18820 Strawberry Knoll Road  Gaithersburg, MD 20879",ES,03,91,42,49,--,--,29,--,28,--,--,--,41,--
569,Strawberry Knoll ES,"18820 Strawberry Knoll Road  Gaithersburg, MD 20879",ES,04,90,41,49,--,--,34,--,32,--,--,--,44,--
701,Damascus HS,"25921 Ridge Road  Damascus, MD  20872",HS,12,316,168,148,--,24,27,198,49,--,--,,47,53
569,Strawberry Knoll ES,"18820 Strawberry Knoll Road  Gaithersburg, MD 20879",ES,05,86,46,40,--,--,29,--,31,--,--,--,45,--
570,Diamond ES,"4 Marquis Drive  Gaithersburg, MD  20878",ES,K,122,63,59,--,63,--,29,--,--,--,62,--,--
570,Diamond ES,"4 Marquis Drive  Gaithersburg, MD  20878",ES,01,98,51,47,--,49,--,27,--,--,--,41,--,--
570,Diamond ES,"4 Marquis Drive  Gaithersburg, MD  20878",ES,02,127,61,66,--,61,--,30,--,--,--,25,--,--
570,Diamond ES,"4 Marquis Drive  Gaithersburg, MD  20878",ES,03,116,59,57,--,43,--,42,--,--,--,--,--,--
570,Diamond ES,"4 Marquis Drive  Gaithersburg, MD  20878",ES,04,99,56,43,--,39,--,26,--,--,--,--,--,--
570,Diamond ES,"4 Marquis Drive  Gaithersburg, MD  20878",ES,05,103,61,42,--,41,--,38,--,--,--,--,--,--
601,Potomac ES,"10311 River Road  Potomac, MD  20854",ES,PreK,--,--,--,--,--,--,--,--,--,--,,,--
601,Potomac ES,"10311 River Road  Potomac, MD  20854",ES,K,65,32,33,--,--,--,35,--,--,--,--,--,--
601,Potomac ES,"10311 River Road  Potomac, MD  20854",ES,01,72,33,39,--,30,--,31,--,--,--,--,,--
601,Potomac ES,"10311 River Road  Potomac, MD  20854",ES,02,85,45,40,--,37,--,40,--,--,--,--,--,--
601,Potomac ES,"10311 River Road  Potomac, MD  20854",ES,03,79,42,37,--,28,--,40,--,--,--,--,--,--
601,Potomac ES,"10311 River Road  Potomac, MD  20854",ES,04,70,39,31,--,--,--,38,--,--,--,--,--,--
601,Potomac ES,"10311 River Road  Potomac, MD  20854",ES,05,99,53,46,--,34,--,53,--,--,--,--,--,--
602,Winston Churchill HS,"11300 Gainsborough Road  Potomac, MD  20854",HS,09,566,332,234,--,137,58,306,39,--,26,--,27,84
602,Winston Churchill HS,"11300 Gainsborough Road  Potomac, MD  20854",HS,10,485,252,233,--,126,35,248,49,--,27,--,--,49
602,Winston Churchill HS,"11300 Gainsborough Road  Potomac, MD  20854",HS,11,511,268,243,--,101,41,301,41,--,26,--,28,64
602,Winston Churchill HS,"11300 Gainsborough Road  Potomac, MD  20854",HS,12,531,265,266,--,122,41,301,44,--,22,--,--,64
603,Seven Locks ES,"9500 Seven Locks Road Bethesda, MD 20817",ES,K,52,22,30,--,--,--,31,--,--,--,--,,--
603,Seven Locks ES,"9500 Seven Locks Road Bethesda, MD 20817",ES,01,58,24,34,--,--,--,32,--,--,--,--,--,--
603,Seven Locks ES,"9500 Seven Locks Road Bethesda, MD 20817",ES,02,71,30,41,--,--,--,38,--,--,--,--,--,--
603,Seven Locks ES,"9500 Seven Locks Road Bethesda, MD 20817",ES,03,73,41,32,--,--,--,40,--,--,--,--,--,--
603,Seven Locks ES,"9500 Seven Locks Road Bethesda, MD 20817",ES,04,72,40,32,--,--,--,35,--,--,--,--,--,--
603,Seven Locks ES,"9500 Seven Locks Road Bethesda, MD 20817",ES,05,72,35,37,--,--,--,42,--,--,--,--,--,--
604,Carderock Springs ES,"7401 Persimmon Tree Lane  Bethesda, MD 20817",ES,K,50,23,27,--,--,--,32,--,--,--,--,--,--
604,Carderock Springs ES,"7401 Persimmon Tree Lane  Bethesda, MD 20817",ES,01,50,25,25,--,--,--,30,--,--,--,--,--,--
604,Carderock Springs ES,"7401 Persimmon Tree Lane  Bethesda, MD 20817",ES,02,66,38,28,--,--,--,43,--,--,--,--,--,--
604,Carderock Springs ES,"7401 Persimmon Tree Lane  Bethesda, MD 20817",ES,03,90,44,46,--,--,--,58,--,--,--,--,--,--
604,Carderock Springs ES,"7401 Persimmon Tree Lane  Bethesda, MD 20817",ES,04,77,38,39,--,--,--,54,--,--,--,--,--,--
604,Carderock Springs ES,"7401 Persimmon Tree Lane  Bethesda, MD 20817",ES,05,73,39,34,--,--,--,51,--,--,--,--,,--
606,Cabin John MS,"10701 Gainsborough Road, Potomac, MD 20854",MS,06,314,164,150,--,91,35,153,--,--,--,22,21,50
606,Cabin John MS,"10701 Gainsborough Road, Potomac, MD 20854",MS,07,304,166,138,--,77,42,144,26,--,--,--,29,46
606,Cabin John MS,"10701 Gainsborough Road, Potomac, MD 20854",MS,08,323,164,159,--,96,31,152,30,--,--,23,22,48
607,Bells Mill ES,"8225 Bells Mill Road  Potomac, MD  20854",ES,PreK,--,--,--,--,--,--,--,--,--,--,--,--,--
607,Bells Mill ES,"8225 Bells Mill Road  Potomac, MD  20854",ES,K,89,47,42,--,31,--,30,--,--,--,--,--,--
607,Bells Mill ES,"8225 Bells Mill Road  Potomac, MD  20854",ES,01,110,58,52,--,26,--,57,--,--,--,--,--,--
607,Bells Mill ES,"8225 Bells Mill Road  Potomac, MD  20854",ES,02,114,53,61,--,32,--,54,--,--,--,--,--,--
607,Bells Mill ES,"8225 Bells Mill Road  Potomac, MD  20854",ES,03,102,49,53,--,32,--,46,--,--,--,--,--,--
607,Bells Mill ES,"8225 Bells Mill Road  Potomac, MD  20854",ES,04,102,53,49,--,26,--,50,--,--,--,--,--,--
607,Bells Mill ES,"8225 Bells Mill Road  Potomac, MD  20854",ES,05,89,43,46,--,--,--,51,--,--,--,--,--,--
647,Silver Spring International MS,"313 Wayne Avenue  Silver Spring, MD  20910",MS,06,350,178,172,--,--,82,96,135,--,--,32,140,32
647,Silver Spring International MS,"313 Wayne Avenue  Silver Spring, MD  20910",MS,07,365,176,189,--,--,95,104,126,--,23,53,168,34
647,Silver Spring International MS,"313 Wayne Avenue  Silver Spring, MD  20910",MS,08,327,155,172,--,--,75,90,134,--,--,47,133,44
652,Monocacy ES,"18801 Barnesville Road  Dickerson, MD  20842",ES,K,30,--,--,--,--,--,22,--,--,--,--,--,--
652,Monocacy ES,"18801 Barnesville Road  Dickerson, MD  20842",ES,01,24,--,--,--,--,--,--,--,--,--,--,--,
652,Monocacy ES,"18801 Barnesville Road  Dickerson, MD  20842",ES,02,23,--,--,--,--,--,--,--,--,--,,--,--
652,Monocacy ES,"18801 Barnesville Road  Dickerson, MD  20842",ES,03,28,--,--,--,--,--,--,--,--,--,--,--,--
652,Monocacy ES,"18801 Barnesville Road  Dickerson, MD  20842",ES,04,29,21,--,--,--,--,--,--,--,--,,--,--
652,Monocacy ES,"18801 Barnesville Road  Dickerson, MD  20842",ES,05,32,--,--,--,--,--,25,--,--,--,--,--,--
653,Stone Mill ES,"14323 Stonebridge View Drive  North Potomac, MD 20878",ES,PreK,55,41,--,--,--,--,24,--,--,--,,--,57
653,Stone Mill ES,"14323 Stonebridge View Drive  North Potomac, MD 20878",ES,K,84,45,39,--,42,--,31,--,--,--,25,--,--
653,Stone Mill ES,"14323 Stonebridge View Drive  North Potomac, MD 20878",ES,01,88,42,46,--,49,--,--,--,--,--,--,--,--
653,Stone Mill ES,"14323 Stonebridge View Drive  North Potomac, MD 20878",ES,02,97,48,49,--,59,--,21,--,--,--,--,--,--
653,Stone Mill ES,"14323 Stonebridge View Drive  North Potomac, MD 20878",ES,03,109,50,59,--,56,--,29,--,--,--,--,--,--
653,Stone Mill ES,"14323 Stonebridge View Drive  North Potomac, MD 20878",ES,04,108,49,59,--,55,--,27,--,--,--,--,--,--
653,Stone Mill ES,"14323 Stonebridge View Drive  North Potomac, MD 20878",ES,05,103,46,57,--,49,--,32,--,--,--,--,--,--
701,Damascus HS,"25921 Ridge Road  Damascus, MD  20872",HS,09,307,146,161,--,25,30,180,54,--,--,--,47,29
701,Damascus HS,"25921 Ridge Road  Damascus, MD  20872",HS,10,310,155,155,--,--,30,186,56,--,--,--,47,48
702,Damascus ES,"10201 Bethesda Church Road  Damascus, MD  20872",ES,K,70,29,41,--,--,--,37,--,--,--,--,--,--
702,Damascus ES,"10201 Bethesda Church Road  Damascus, MD  20872",ES,01,47,--,27,--,--,--,29,--,--,--,--,--,--
702,Damascus ES,"10201 Bethesda Church Road  Damascus, MD  20872",ES,02,53,--,34,--,--,--,32,--,--,--,--,--,--
702,Damascus ES,"10201 Bethesda Church Road  Damascus, MD  20872",ES,03,42,23,--,--,--,--,25,--,--,--,--,--,--
702,Damascus ES,"10201 Bethesda Church Road  Damascus, MD  20872",ES,04,71,31,40,--,--,--,38,22,--,--,--,21,--
702,Damascus ES,"10201 Bethesda Church Road  Damascus, MD  20872",ES,05,53,22,31,--,--,--,30,--,--,--,--,--,--
703,Cedar Grove ES,"24001 Ridge Road  Germantown, MD 20876",ES,K,96,42,54,--,40,--,34,--,--,--,--,--,--
703,Cedar Grove ES,"24001 Ridge Road  Germantown, MD 20876",ES,01,102,55,47,--,46,--,31,--,--,--,--,--,--
703,Cedar Grove ES,"24001 Ridge Road  Germantown, MD 20876",ES,02,119,49,70,--,53,--,34,--,--,--,--,--,--
703,Cedar Grove ES,"24001 Ridge Road  Germantown, MD 20876",ES,03,97,56,41,--,34,--,34,--,--,--,--,--,--
703,Cedar Grove ES,"24001 Ridge Road  Germantown, MD 20876",ES,04,84,49,35,--,28,--,32,--,--,--,--,--,--
703,Cedar Grove ES,"24001 Ridge Road  Germantown, MD 20876",ES,05,84,40,44,--,28,--,32,--,--,--,--,--,--
704,Woodfield ES,"24200 Woodfield Road  Gaithersburg, MD  20882",ES,PreK,26,--,--,--,--,--,--,--,--,--,,--,26
704,Woodfield ES,"24200 Woodfield Road  Gaithersburg, MD  20882",ES,K,42,--,25,--,--,--,29,--,--,--,--,--,--
704,Woodfield ES,"24200 Woodfield Road  Gaithersburg, MD  20882",ES,01,29,--,--,--,--,--,22,--,--,--,--,--,--
704,Woodfield ES,"24200 Woodfield Road  Gaithersburg, MD  20882",ES,02,42,--,23,--,--,--,21,--,--,--,--,--,--
704,Woodfield ES,"24200 Woodfield Road  Gaithersburg, MD  20882",ES,03,41,22,--,--,--,--,27,--,--,--,--,--,--
704,Woodfield ES,"24200 Woodfield Road  Gaithersburg, MD  20882",ES,04,44,22,22,--,--,--,23,--,--,--,--,--,--
704,Woodfield ES,"24200 Woodfield Road  Gaithersburg, MD  20882",ES,05,59,29,30,--,--,--,36,--,--,--,--,--,--
705,John T. Baker MS,"25400 Oak Drive  Damascus, MD  20872",MS,06,287,134,153,--,--,30,164,61,--,--,--,57,45
705,John T. Baker MS,"25400 Oak Drive  Damascus, MD  20872",MS,07,258,130,128,--,--,25,146,58,--,--,--,47,34
705,John T. Baker MS,"25400 Oak Drive  Damascus, MD  20872",MS,08,268,137,131,--,--,21,164,48,--,--,--,51,40
706,Clearspring ES,"9930 Moyer Road  Damascus, MD 20872",ES,PreK,36,21,--,--,--,--,--,23,--,--,--,35,--
706,Clearspring ES,"9930 Moyer Road  Damascus, MD 20872",ES,K,67,32,35,--,--,--,36,--,--,--,--,--,--
706,Clearspring ES,"9930 Moyer Road  Damascus, MD 20872",ES,01,76,48,28,--,--,--,27,--,--,--,--,31,--
706,Clearspring ES,"9930 Moyer Road  Damascus, MD 20872",ES,02,64,39,25,--,--,--,34,--,--,--,--,21,--
706,Clearspring ES,"9930 Moyer Road  Damascus, MD 20872",ES,03,78,50,28,--,--,--,36,--,--,--,--,24,--
706,Clearspring ES,"9930 Moyer Road  Damascus, MD 20872",ES,04,160,82,78,--,41,23,59,22,--,--,--,28,23
706,Clearspring ES,"9930 Moyer Road  Damascus, MD 20872",ES,05,143,74,69,--,37,--,55,21,--,--,--,30,--
707,Rocky Hill MS,"22401 Brick Haven Way  Clarksburg, MD  20871",MS,06,498,236,262,--,150,108,148,61,--,29,--,86,38
707,Rocky Hill MS,"22401 Brick Haven Way  Clarksburg, MD  20871",MS,07,369,198,171,--,102,94,106,52,--,--,--,82,31
707,Rocky Hill MS,"22401 Brick Haven Way  Clarksburg, MD  20871",MS,08,412,192,220,--,99,99,108,74,--,31,--,87,37
708,Kingsview MS,"18909 Kingsview Road  Germantown, MD   20874",MS,06,349,164,185,--,106,80,102,47,--,--,--,72,28
708,Kingsview MS,"18909 Kingsview Road  Germantown, MD   20874",MS,07,348,172,176,--,89,74,116,50,--,--,--,51,28
708,Kingsview MS,"18909 Kingsview Road  Germantown, MD   20874",MS,08,337,169,168,--,89,65,114,46,--,22,--,63,28
747,Dr. Charles R. Drew ES,"1200 Swingingdale Drive  Silver Spring, MD 20905",ES,PreK,55,24,31,--,--,21,--,--,--,--,24,52,--
747,Dr. Charles R. Drew ES,"1200 Swingingdale Drive  Silver Spring, MD 20905",ES,K,63,27,36,--,--,34,--,--,--,--,23,33,--
747,Dr. Charles R. Drew ES,"1200 Swingingdale Drive  Silver Spring, MD 20905",ES,01,51,30,21,--,--,25,--,--,--,--,--,33,--
